RVL;VW;Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon
Süd;13;502633;Reisezentrum Lichtenfels;;;Bahnhofsplatz 3;96215;Lichtenfels;;Reisezentrum;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:15-12:15;;;10:45-12:45;13:30-17:15;;50145821;11060093
Süd;13;502047;Reisezentrum Lindau Hbf;;;Bahnhof 1 c;88131;Lindau;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:00;;;08:00-19:00;;;47544621;9681391
Süd;13;501809;Reisezentrum Marktredwitz;;;Bahnhofplatz 7;95615;Marktredwitz;;Reisezentrum;06:35-11:45;12:45-17:00;;06:35-11:45;12:45-17:00;;06:35-11:45;12:45-17:00;;06:35-11:45;12:45-17:00;;06:35-11:45;12:45-17:00;;06:35-12:15;;;08:40-11:45;12:45-17:00;;50004160;12082904
Süd;13;502070;Reisezentrum Memmingen;;;Bahnhofstr. 3;87700;Memmingen;;Reisezentrum;05:45-18:30;;;06:10-18:30;;;06:10-18:30;;;06:10-18:30;;;06:10-18:30;;;07:45-16:15;;;08:45-12:05;12:50-18:15;;47985982;10186333
Süd;13;501767;Reisezentrum Mering;;;Bahnhofstr. 2;86415;Mering;;Reisezentrum;06:30-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;;;;;;;48263605;10987703
Süd;13;501999;Reisezentrum München Flughafen;Terminal 1;;Nordalle 25;85356;München;Zentralbereich Ebene 03 ;Reisezentrum;07:30-21:00;;;07:30-21:00;;;07:30-21:00;;;07:30-21:00;;;07:30-21:00;;;08:30-18:00;;;08:30-21:00;;;48355511;11763158
Süd;13;502401;Reisezentrum München Harras;;;Albert-Roßhaupter-Str. 14;81369;München;;Reisezentrum;07:00-12:00;14:00-17:15;;08:00-12:00;14:00-17:15;;08:00-12:00;14:00-17:15;;08:00-12:00;14:00-17:15;;08:00-12:00;14:00-17:15;;;;;;;;48116955;11536567
Süd;13;501981;Reisezentrum München Hbf;;;Bahnhofplatz 2;80335;München;;Reisezentrum;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;48140605;11560574
Süd;13;502419;Reisezentrum München Ost;;;Orleansplatz 11;81667;München;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;08:00-18:00;;;48127652;11603851
Süd;13;502427;Reisezentrum München-Pasing;;;Pasinger-Bahnhofsplatz 8;81241;München;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;08:00-18:00;;;48148966;11460877
Süd;13;502112;Reisezentrum Murnau;;;Bahnhofplatz 1;82418;Murnau;;Reisezentrum;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;08:10-14:00;;;08:10-14:00;;;47682426;11193233
Süd;13;509117;Reisezentrum Neuendettelsau;;;Bahnhofstr. 38;91564;Neuendettelsau;;Reisezentrum;08:00-12:00;;;08:00-12:00;;;08:00-12:00;;;13:00-17:00;;;13:00-17:00;;;;;;;;;49282532;10782893
Süd;32;646992;Reisezentrum Neuhaus (Pegnitz);Video-Reisezentrum;;Bahnhofstrasse 13;91284;Neuhaus(Pegnitz);;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;12:00-18:00;;;49627691;11552163
Süd;13;501817;Reisezentrum Neumarkt (Oberpfalz);;;Bahnhofplatz 1;92318;Neumarkt;;Reisezentrum;07:00-12:15;13:05-17:30;;07:00-12:15;13:05-17:30;;07:00-12:15;13:05-17:30;;07:00-12:15;13:05-17:30;;07:00-12:15;13:05-17:30;;;;;;;;49273921;11457785
Süd;32;647180;Reisezentrum Neustadt (b Coburg);Video-Reisezentrum;;Bahnhofstraße 30;96465;Neustadt (b Coburg);;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;12:00-18:00;;;50332894;11122438
Süd;32;647271;Reisezentrum Nördlingen;Video-Reisezentrum;;Bürgerm.-Reiger-Str. 5;86720;Nördlingen;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;08:00-14:00;;;48850088;10496829
Süd;13;502187;Reisezentrum Nürnberg Hbf;;;Bahnhofplatz 9;90443;Nürnberg;;Reisezentrum;06:00-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;08:00-19:00;;;09:00-21:00;;;49446622;11081416
Süd;13;502054;Reisezentrum Oberstdorf;;;Bahnhofstr. 1;87561;Oberstdorf;;Reisezentrum;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;;;;;;;47410533;10277257
Süd;13;502385;Reisezentrum Pfaffenhofen (Ilm);;;Bahnhofstr. 7;85276;Pfaffenhofen/Ilm;;Reisezentrum;06:20-12:00;13:30-17:30;;06:20-12:00;13:30-17:30;;06:20-12:00;13:30-17:30;;06:20-12:00;13:30-17:30;;06:20-12:00;13:30-17:30;;08:20-13:00;;;;;;48522378;11511442
Süd;32;647255;Reisezentrum Peißenberg;Video-Reisezentrum;;Bergwerkstr. 2;82380;Peißenberg;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;08:00-14:00;;;47798081;11061235
Süd;13;502435;Reisezentrum Prien am Chiemsee;;;Bahnhofstr. 2;83209;Prien;;Reisezentrum;06:20-18:00;;;06:20-18:00;;;06:20-18:00;;;06:20-18:00;;;06:20-18:00;;;08:00-13:40;;;09:45-13:00;14:00-17:10;;47855351;12346288
Süd;32;647289;Reisezentrum Reichertshausen;Video-Reisezentrum;;Bahnhofstr. 1;85293;Reichertshausen;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;08:00-14:00;;;48471097;11510048
Süd;13;502443;Reisezentrum Rohrbach (Ilm);;;Ladehofstraße 9;85296;Rohrbach;;Reisezentrum;06:30-11:30;;;06:30-11:30;;;06:30-11:30;;;06:30-11:30;;;06:30-11:30;;;;;;;;;48605474;11573764
Süd;13;502450;Reisezentrum Rosenheim;;;Südtiroler Platz 1;83022;Rosenheim;;Reisezentrum;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;08:00-16:00;;;09:00-19:00;;;47850722;12119014
Süd;32;647305;Reisezentrum Schongau;Video-Reisezentrum;;Bahnhofstr. 17;86956;Schongau;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;08:00-14:00;;;47812149;10901811
Süd;13;502674;Reisezentrum Schweinfurt Hbf;;;Hauptbahnhofstr. 11;97424;Schweinfurt;;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-11:00;11:30-14:45;;12:15-18:00;;;50035972;10211880
Süd;32;647321;Reisezentrum Sonthofen;Video-Reisezentrum;;Bahnhofplatz 7;87527;Sonthofen;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;08:00-14:00;;;47513401;10272764
Süd;13;502476;Reisezentrum Starnberg;;;Hans-Zellner-Weg 1;82319;Starnberg;;Reisezentrum;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;;;;;;48006813;11347804
Süd;13;502484;Reisezentrum Traunstein;;;Bahnhofplatz 6;83278;Traunstein;;Reisezentrum;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;07:30-13:10;;;09:30-12:40;13:10-16:20;;47868970;12638905
Süd;13;502492;Reisezentrum Tutzing;;;Bahnhofstr. 26;82327;Tutzing;;Reisezentrum;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;07:00-12:30;13:30-17:40;;08:00-12:00;12:30-14:20;;08:00-12:00;12:30-14:20;;47907489;11273713
Süd;13;502120;Reisezentrum Weilheim (Oberbayern);;;Bahnhofplatz;82362;Weilheim/ Oberbay.;;Reisezentrum;06:00-18:00;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;07:30-14:00;;;08:30-14:00;;;47845193;11143864
Süd;13;502500;Reisezentrum Wolfratshausen;;;Bahnhofstr. 41;82515;Wolfratshausen;;Reisezentrum;06:15-18:15;;;06:15-18:15;;;06:15-18:15;;;06:15-18:15;;;06:15-18:15;;;;;;;;;47914428;11426647
Süd;13;501908;Reisezentrum Würzburg Hbf;;;Bahnhofplatz 4;97070;Würzburg;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;08:00-19:00;;;08:00-20:00;;;49801111;9936577
Süd;35;506998;Mobility Center München;;;Kurfürstenplatz 5;80796;München;;Mobility Center;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;09:00-14:00;;;;;;48160094;11574870
Süd;39;509174;Reisezentrum Abensberg;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 25;93326;Abensberg;;Reisezentrum;06:10-11:40;12:40-16:30;;06:10-11:40;12:40-16:30;;06:10-11:40;12:40-16:30;;06:10-11:40;12:40-16:30;;06:10-11:40;12:40-16:30;;08:15-12:30;;;;;;48818968;11846551
Süd;39;501916;Reisezentrum Amberg;Vertriebsservice Ostbayern (VSO);;Kaiser-Ludwig-Ring 7;92224;Amberg;;Reisezentrum;06:55-17:15;;;06:55-12:25;13:15-17:15;;06:55-12:25;13:15-17:15;;06:55-12:25;13:15-17:15;;06:55-17:15;;;06:55-12:00;;;;;;49446487;11863208
Süd;39;509182;Reisezentrum Cham (Oberpf);Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 11;93413;Cham;;Reisezentrum;08:00-12:25;13:15-15:50;;08:00-12:25;13:15-15:50;;08:00-12:25;13:15-15:50;;08:00-12:25;13:15-15:50;;08:00-12:25;13:15-15:50;;;;;;;;49222853;12655697
Süd;39;509240;Reisezentrum Deggendorf Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 100;94469;Deggendorf;;Reisezentrum;06:50-11:45;12:30-15:45;;06:50-11:45;12:30-15:45;;06:50-11:45;12:30-15:45;;06:50-11:45;12:30-15:45;;06:50-11:45;12:30-15:45;;07:30-16:45;;;;;;48838726;12950156
Süd;39;502344;Reisezentrum Landshut (Bay) Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 1;84032;Landshut;;Reisezentrum;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;07:00-14:00;;;10:00-17:30;;;48547116;12138907
Süd;39;507939;Reisezentrum Osterhofen (Nby);Vertriebsservice Ostbayern (VSO);;Ladehofstraße 6;94486;Osterhofen (Nby);;Reisezentrum;06:15-11:45;12:30-15:15;;06:15-11:45;12:30-15:15;;06:15-11:45;12:30-15:15;;06:15-11:45;12:30-15:15;;06:15-11:45;12:30-15:15;;;;;;;;48696121;13015661
Süd;39;501932;Reisezentrum Passau Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 29;94032;Passau;;Reisezentrum;06:30-17:30;;;06:30-17:30;;;06:30-17:30;;;06:30-17:30;;;06:30-17:30;;;08:00-15:30;;;09:00-14:30;;;48574200;13448482
Süd;39;501940;Reisezentrum Plattling;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 7;94447;Plattling;;Reisezentrum;06:30-12:00;12:30-16:45;;06:30-12:00;12:30-16:45;;06:30-12:00;12:30-16:45;;06:30-12:00;12:30-16:45;;06:30-12:00;12:30-16:45;;08:30-14:00;;;12:45-18:00;;;48779092;12864381
Süd;39;501783;Reisezentrum Regensburg Hbf;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 18;93047;Regensburg;;Reisezentrum;06:10-18:45;;;06:10-18:45;;;06:10-18:45;;;06:10-18:45;;;06:10-18:45;;;08:00-18:00;;;10:00-16:30;;;49012577;12099498
Süd;39;501957;Reisezentrum Schwandorf;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 1;92421;Schwandorf;;Reisezentrum;06:30-12:10;12:55-16:50;;06:30-12:10;12:55-16:50;;06:30-12:10;12:55-16:50;;06:30-12:10;12:55-16:50;;06:30-16:50;;;06:45-12:15;;;;;;49326903;12103867
Süd;39;501965;Reisezentrum Straubing;Vertriebsservice Ostbayern (VSO);;Bahnhofplatz 6;94315;Straubing;;Reisezentrum;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;06:00-17:30;;;07:30-12:30;;;13:00-18:30;;;48877452;12574488
Süd;39;509257;Reisezentrum Vilshofen (Niederbay);Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 4;94474;Vilshofen;;Reisezentrum;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;06:05-11:30;12:10-14:45;;;;;;;;48629732;13190718
Süd;39;501973;Reisezentrum Weiden (Oberpf);Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 28;92637;Weiden;;Reisezentrum;06:15-18:10;;;06:15-18:10;;;06:15-18:10;;;06:15-18:10;;;06:15-18:10;;;07:25-12:40;;;;;;49670363;12154629
Süd;39;502195;Reisezentrum Ampfing;SüdostBayernBahn;;Münchner Straße 29;84539;Ampfing;;Reisezentrum;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;06:30-11:45;13:00-14:40;;;;;;;;48254337;12410138
Süd;39;509489;Reisezentrum Bad Birnbach;SüdostBayernBahn;;Prof. Drexel-Str. 17;84361;Bad Birnbach;;Reisezentrum;15:00-17:00;;;;;;15:00-17:00;;;;;;14:00-17:00;;;;;;;;;48440926;13084482
Süd;39;502237;Reisezentrum Bad Füssing;SüdostBayernBahn;;Kurallee 15;94072;Bad Füssing;;Reisezentrum;10:00-16:00;;;10:00-16:00;;;10:00-16:00;;;10:00-16:00;;;09:00-12:30;;;;;;;;;48352877;13316116
Süd;39;507905;Reisezentrum Bad Griesbach;Therme Bad Griesbach (SOB);;Kurallee 1a;94086;Bad Griesbach;;Reisezentrum;13:00-14:30;;;;;;13:00-14:30;;;;;;;;;;;;;;;48430885;13184568
Süd;39;502252;Reisezentrum Burghausen;SüdostBayernBahn;;Berliner Platz 2;84489;Burghausen;;Reisezentrum;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;07:30-12:00;13:00-15:30;;;;;;;;48174100;12829458
Süd;39;509190;Reisezentrum Eggenfelden;SüdostBayernBahn;;Bahnhofstr. 8;84307;Eggenfelden;;Reisezentrum;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;05:30-12:00;13:00-15:15;15:45-19:00;07:30-12:00;13:00-14:15;14:45-19:00;07:30-12:00;13:00-15:15;15:45-19:00;48403360;12746856
Süd;39;507913;Reisezentrum Laufen;SüdostBayernBahn;;Bahnhofstraße 42;83410;Laufen;;Reisezentrum;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;05:30-08:45;09:15-20:30;;06:45-19:45;;;07:15-19:45;;;47934025;12922739
Süd;39;509166;Reisezentrum Miltenberg;WestFrankenBahn;;Berliner Platz 4;63897;Miltenberg;;Reisezentrum;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;09:00-13:00;;;;;;49705906;9248497
Süd;39;502377;Reisezentrum Mühldorf;SüdostBayernBahn;;Bahnhofsplatz 6;84453;Mühldorf;;Reisezentrum;06:15-18:00;;;06:15-18:00;;;06:15-18:00;;;06:15-18:00;;;06:15-18:00;;;07:15-13:45;;;12:15-17:45;;;48247820;12519447
Süd;39;509216;Reisezentrum Pfarrkirchen;SüdostBayernBahn;;Bahnhofstr. 23;84347;Pfarrkirchen;;Reisezentrum;05:30-11:30;12:30-14:45;15:15-19:30;05:30-11:30;12:30-14:45;15:15-19:30;05:30-11:30;12:30-14:45;15:15-19:30;05:30-11:30;12:30-15:15;15:45-19:30;05:30-11:30;12:30-15:15;15:45-19:30;07:00-11:30;12:30-14:45;15:15-19:30;07:00-11:30;12:30-14:45;15:15-19:30;48429573;12939459
Süd;39;507921;Reisezentrum Pocking;SüdostBayernBahn;;Bahnhofstr. 6;94060;Pocking;;Reisezentrum;06:00-10:30;11:15-18:15;;06:00-10:30;11:15-18:15;;06:00-10:30;11:15-18:15;;06:00-10:30;11:15-18:15;;06:00-12:00;12:45-14:30;15:15-18:15;08:15-12:00;12:45-15:30;16:15-18:15;08:15-10:30;11:15-18:15;;48405554;13313303
Süd;39;502468;Reisezentrum Simbach;SüdostBayernBahn;;Bahnhofplatz 1;84359;Simbach;;Reisezentrum;05:00-11:50;12:50-15:50;;05:00-11:50;12:50-15:50;;05:00-11:50;12:50-15:50;;05:00-11:50;12:50-15:50;;05:00-11:50;12:50-15:50;;05:40-11:50;14:15-20:00;;06:40-11:50;14:15-20:00;;48263201;13021773
Süd;39;509224;Reisezentrum Töging;SüdostBayernBahn;;Bahnhofplatz 1;84513;Töging;;Reisezentrum;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;05:15-14:00;15:00-20:00;;06:00-13:30;15:00-20:00;;07:00-14:00;15:00-20:00;;48258589;12594282
Süd;39;507087;Reisezentrum Dingolfing;Vertriebsservice Ostbayern (VSO);;Bahnhofstr. 76;84130;Dingolfing;;Reisezentrum;06:10-11:30;12:15-15:30;;06:10-11:30;12:15-15:30;;06:10-11:30;12:15-15:30;;06:10-11:30;12:15-15:30;;06:10-11:30;12:15-15:30;;;;;;;;48641260;12487778
Süd;39;509232;Reisezentrum Vilsbiburg;SüdostBayernBahn;;Bahnhofstr. 6;84137;Vilsbiburg;;Reisezentrum;05:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;06:30-11:00;12:40-15:30;;;;;;;;48447111;12347780
Süd;39;507095;Reisezentrum Zwiesel;Vertriebsservice Ostbayern (VSO);;Bahnhofsplatz 3;94227;Zwiesel;;Reisezentrum;08:10-11:15;11:45-15:45;;08:10-11:15;11:45-15:45;;08:10-11:15;11:45-15:45;;08:10-11:15;11:45-15:45;;08:10-11:15;11:45-15:45;;07:10-16:45;;;;;;49020946;13226835
Süd;39;509497;Reisezentrum Penzberg;Verkaufsstelle DB Netz AG;;Philippstr. 32;82377;Penzberg;;Reisezentrum;05:25-12:45;14:00-18:45;;05:25-12:45;14:00-18:45;;05:25-12:45;14:00-18:45;;05:25-12:45;14:00-18:45;;05:25-12:45;14:00-18:45;;06:25-12:45;14:00-18:45;;06:25-12:45;14:00-18:45;;47749341;11372316
Nord/Ost;13;501452;Reisezentrum Bautzen;;;Rathenauplatz 1;2625;Bautzen;;Reisezentrum;06:00-17:00;;;08:00-17:00;;;08:00-11:30;12:00-15:00;;08:00-17:00;;;08:00-17:00;;;07:00-12:00;;;;;;51173638;14429277
Nord/Ost;13;501239;Reisezentrum Bergen (Rügen);;;Bahnhofstraße 34;18528;Bergen auf Rügen;;Reisezentrum;08:00-11:30;12:00-17:00;;08:00-11:30;12:00-17:00;;08:00-11:30;12:00-17:00;;08:00-11:30;12:00-17:00;;08:00-11:30;12:00-17:00;;;;;;;;54421360;13420562
Nord/Ost;35;509414;Mobility Center Berlin;;;Schloßstraße 129;12163;Berlin;;Mobility Center;10:00-19:00;;;10:00-19:00;;;10:00-19:00;;;10:00-19:00;;;10:00-19:00;;;10:00-17:00;;;;;;52464516;13328252
Nord/Ost;13;501072;Reisezentrum Berlin Alexanderplatz;;;Dircksenstraße 7;10178;Berlin;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;09:00-18:30;;;09:00-18:30;;;52521853;13411240
Nord/Ost;13;500983;Reisezentrum Berlin Friedrichstraße;;;Georgenstraße 14 - 18;10117;Berlin;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;09:00-18:30;;;09:00-18:30;;;52520469;13387174
Nord/Ost;13;509273;Reisezentrum Berlin Hbf;;;Europaplatz 1;10557;Berlin;;Reisezentrum;07:00-22:00;;;07:00-22:00;;;07:00-22:00;;;07:00-22:00;;;07:00-22:00;;;07:00-22:00;;;08:00-22:00;;;52525840;13369764
Nord/Ost;13;501148;Reisezentrum Berlin Ostbahnhof;;;Am Ostbahnhof 9;10243;Berlin;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;09:00-18:30;;;09:00-18:30;;;52510483;13433203
Nord/Ost;13;509380;Reisezentrum Berlin Südkreuz;;;General-Pape-Straße 1;12101;Berlin;;Reisezentrum;08:00-20:30;;;08:00-20:30;;;08:00-20:30;;;08:00-20:30;;;08:00-20:30;;;08:00-19:00;;;09:00-19:00;;;52475165;13365929
Nord/Ost;13;501270;Reisezentrum Berlin Zoologischer Garten;;;Hardenbergplatz 11;10623;Berlin;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;09:00-18:30;;;09:00-18:30;;;52507082;13332479
Nord/Ost;13;501205;Reisezentrum Berlin-Lichtenberg;;;Weitlingstraße 22;10317;Berlin;;Reisezentrum;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;;;;;;;52509819;13497073
Nord/Ost;13;501106;Reisezentrum Berlin-Spandau;;;Seegefelder Straße 1;13597;Berlin;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;10:00-18:00;;;10:00-18:00;;;52534722;13199328
Nord/Ost;13;510818;Reisezentrum Berlin Gesundbrunnen;;;Badstraße 1-3;13357;Berlin;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;09:00-18:30;;;09:00-18:30;;;52549076;13388303
Nord/Ost;13;509935;Reisezentrum Bernburg;;;Bahnhofstraße 1a;6406;Bernburg;;Reisezentrum;07:15-12:00;12:45-17:30;;07:15-12:00;12:45-17:30;;07:15-12:00;12:45-17:30;;07:15-12:00;12:45-17:30;;07:15-12:00;12:45-17:30;;07:15-11:00;11:30-15:30;;09:15-12:15;12:45-17:30;;51795907;11750999
Nord/Ost;13;501387;Reisezentrum Bitterfeld;;;Bahnhofstraße 1;6749;Bitterfeld;;Reisezentrum;07:15-12:00;12:45-17:00;;07:15-12:00;12:45-17:00;;07:15-12:00;12:45-17:00;;07:15-12:00;12:45-17:00;;07:15-12:00;12:45-17:00;;;;;;;;51622910;12318296
Nord/Ost;13;509984;Reisezentrum Borna;;;Bahnhofstraße 451;4552;Borna;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;51118252;12486468
Nord/Ost;13;501007;Reisezentrum Brandenburg Hbf;;;Am Hauptbahnhof 9;14776;Brandenburg;;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;08:30-13:30;;;10:30-15:30;;;52401156;12566259
Nord/Ost;13;500900;Reisezentrum Chemnitz Hbf;;;Bahnhofstraße 1;9111;Chemnitz;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-14:00;;;;;;50839141;12929535
Nord/Ost;13;501171;Reisezentrum Cottbus;;;Vetschauerstr. 70;3048;Cottbus;;Reisezentrum;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-16:30;;;09:00-18:30;;;51750178;14326248
Nord/Ost;13;510461;Reisezentrum Delitzsch;;;Eisenbahnstraße 14;4509;Delitzsch;;Reisezentrum;06:30-09:00;09:45-18:30;;06:30-09:00;09:45-18:30;;06:30-09:00;09:45-18:30;;06:30-09:00;09:45-18:30;;06:30-09:00;09:45-18:30;;08:30-13:30;;;08:30-13:30;;;51524477;12345727
Nord/Ost;32;647362;Reisezentrum Demmin;Video-Reisezentrum;;Bahnhofstraße 23b;17109;Demmin;;Reisezentrum;08:30-16:30;;;08:30-16:30;;;08:30-16:30;;;08:30-16:30;;;08:30-16:30;;;;;;;;;53901009;13053625
Nord/Ost;13;501346;Reisezentrum Dessau Hbf;;;Fritz-Hesse-Straße 47;6844;Dessau;;Reisezentrum;06:45-18:45;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;06:45-11:30;12:00-14:45;;10:30-13:00;13:30-18:30;;51839469;12235622
Nord/Ost;13;501031;Reisezentrum Dresden Hbf;;;Wiener Platz 4;1069;Dresden;;Reisezentrum;05:45-21:00;;;05:45-21:00;;;05:45-21:00;;;05:45-21:00;;;05:45-21:00;;;07:00-21:00;;;07:00-21:00;;;51039124;13733315
Nord/Ost;13;500918;Reisezentrum Dresden-Neustadt;;;Schlesischer Platz 1;1097;Dresden;;Reisezentrum;06:45-20:00;;;06:45-20:00;;;06:45-20:00;;;06:45-20:00;;;06:45-20:00;;;07:00-20:00;;;07:00-20:00;;;51065093;13740838
